,date,isEdited,developerResponse,review,rating,title,userName,app
4822,2016-06-30 07:19:41,False,,Feels so cheated. Was charged higher den displayed. Support not helpful. Indirectly telling me it can't be helped! Fares reflected on mine was not updated and differed from driver's. Only know when email was recd! Very disappointed,1,Charged higher! Pls screenshot,Cass_sandra_cassy,GrabFood
4823,2016-04-05 04:57:57,False,,Awesome service all the time!,5,So far so good!,Tee13tee,GrabFood
4824,2016-04-01 02:42:52,False,,"This is the best taxi booking app that I've tried so far...
-Arrival of taxi was fast 
-Every trip was safe 
-Driver/Staff were friendly 

I would definitely recommend Grab to all my friends ! 
Keep it up 👍🏻",5,THE BEST TAXI BOOKING APP IN SINGAPORE,Jasmine tomoyumi,GrabFood
4825,2016-03-31 14:31:02,False,,Thank you~ please keep the price more affordable! 😄😄😄,5,Great App!,Elaine6969,GrabFood
4826,2015-10-21 01:19:56,False,,It's good.,5,Easy to take taxi. Enjoy using it,tina9377492,GrabFood
4827,2015-08-16 13:20:46,False,,"Arrived in perfect time , awesome ride",5,Smooth and easy,Boldlatin,GrabFood
4828,2015-04-14 01:34:59,False,,Very good app; user-friendly and very handy!,5,Grabtaxi,sievjolras,GrabFood
4829,2015-01-11 12:45:30,False,,"First try of this app & i love it! Its easy to use, great app!",5,Useful app,Jhhardy1990,GrabFood
4830,2015-04-03 03:31:20,False,,It has never let me down so far.,4,Great App,Dsquare1204,GrabFood
4831,2015-03-29 02:06:59,False,,Pretty convenient Appt. Quite fast to get a Taxi. A few times good experience. Good.,4,Singapore,Movielike111,GrabFood
4832,2014-11-27 14:29:09,False,,Very efficient!!! Thumbs up!👍,5,Accurate!!,Sarahdz,GrabFood
4833,2014-12-31 20:59:52,False,,Should include rating for drivers. Drivers should provide a reason for canceling the booking and verifiable by consumer.,2,Bookings can be cancelled too easily by the drivers,kbcsy,GrabFood
4834,2014-10-08 12:43:19,False,,Very gd n efficient... Better then the taxi companies apps!,5,Great,TanKsquare,GrabFood
4835,2020-02-19 06:30:52,False,,"dear grab,

i am recently facing a problem whereby i enter my address for grab food (including my unit number), but it is not sent when i ordered the food. it simply shows my address without the unit number and i will have to send the unit number to the driver everytime i order. 

my saved address also includes the unit number but it just does not appear after i send the order out.

do fix this! thank you so much!",3,unit number,hhhhitodlvv,GrabFood
4836,2020-05-06 05:26:19,False,"{'id': 16082687, 'body': 'Hi there! Please reach out to us via the Help Centre or our social media platforms. We will be happy to help!', 'modified': '2020-06-19T00:30:35Z'}","Request for a few month still can’t get it yet, very disappointed.",1,Physical GrabPay Card,Harley Tey,GrabFood
4837,2020-02-25 15:38:41,False,,"Receive SMS saying my cash out was blocked. Customs service cannot provide any details, just said I broke their law.",1,Not friendly to driver,Tidal 88888888,GrabFood
4838,2020-01-21 10:02:47,False,,"Obvious decrease in qualities of grab in singapore. At time no grab is available at all, otherwise driver would cheery pick job.",1,Poor availability of grab car,FurFur85,GrabFood
4839,2020-01-05 07:03:57,False,,La fiesta 66 always points to the wrong place for more than two years! Feedback no reply,1,Terrible Singapore Map service in Grab,Hu Kai,GrabFood
4840,2018-05-25 07:00:12,False,,The new improved version is great!,5,Great App!,Son36,GrabFood
4841,2019-10-18 11:08:37,False,,I did not receive my food even though I paid for it,1,Did not receive food,Benzurgich,GrabFood
4842,2019-10-17 11:49:01,False,,"After upgrading the apps, I am unable to use the promotion vouchers in my monthly subscribed plan. 
Pls rectify.",1,Unable to use subscribed promotions after apps upgrade,orgiv-WHY,GrabFood
4843,2019-08-31 00:02:51,False,,"Due to their customer service, as a platinum member. Their public relationship is so weak. Emailed a case took 1 month didnt follow up. Price jacked up. Reduced the usage of this apps by 70%.",1,No more grab,weakeyz,GrabFood
4844,2019-05-21 01:20:09,False,,"The old versions support Amex card payment, but the new versions do not! Can you please rectify this?",1,doesn’t accept Amex cars anymore,Cjyeo,GrabFood
4845,2019-04-29 02:47:38,False,,Should set a minimum($5) for the top up,3,For grab top up,Ifuffvh,GrabFood
4846,2019-04-07 04:00:23,True,"{'id': 5179107, 'body': 'Hey frommylens, thanks for sharing your valuable feedback with us. Please drop us a Facebook PM or Twitter DM so that we can assist you better!', 'modified': '2019-04-07T04:00:23Z'}",The app takes a long time to startup with iOS.,2,Slow app startup on iOS,frommylens,GrabFood
4847,2019-03-15 11:34:19,False,,The app keeps prompting me to update but I’ve already updated and there’s no new update!!,1,Can’t use rewards after redeeming!,oswin,GrabFood
4848,2018-12-27 00:53:24,False,,Cant load Grab App on iphone XS. Stuck on app loading screen. Keep deleting and installing the app again doesn’t work. Is causing inconvenience.,1,Difficulty to load Grab App on iphone XS,donutsmonster,GrabFood
4849,2018-03-27 16:00:18,False,,Fuss-free and gets me to where I wanna go.,5,Easy to use!,Glowhk13,GrabFood
4850,2018-04-30 02:58:26,False,"{'id': 3312121, 'body': 'Hey, Alvin! Sorry, but users are not able to revert to the previous interface. 😭', 'modified': '2018-05-01T00:48:24Z'}","Can user revert to the previous interface ? 
Just asking",2,Regards to Graphics User Interface.,Alvin0574,GrabFood
4851,2017-09-19 09:48:29,False,,Quick n easy,5,Nice,Dennel Teo,GrabFood
4852,2017-11-05 13:50:19,False,,"Stop giving promo that is available for grabpay. 
i’m a beginner so it’s inconvenient for me having promo sent to me for only grabpay !!",3,inconvenience zz,Ashurahhhh,GrabFood
4853,2017-09-28 04:45:34,False,,App doesn’t launch. I redownload the app 5 several times! I cannot even log in to submit a feedback. Pls fix it,1,iOS 11 iphone 8 - not compatible,KoolEp,GrabFood
4854,2017-09-11 06:17:43,False,,Fantastic app to get around sg easily!,5,Good platform,Hemendra Raj,GrabFood
4855,2017-09-09 07:18:12,False,,Great. ERP and extras or even estimated arrival time should be included too.,5,🙌🏻,olivehiggo,GrabFood
4856,2017-08-25 03:40:53,False,,Safe and punctual drivers in general.,5,Uber rides are pleasant,ksquek,GrabFood
4857,2017-08-21 07:33:58,False,,Great app and quick and responsive bookings,5,Great app,kancil14,GrabFood
4858,2017-08-01 18:57:50,False,,Good service all the time,5,Great app,Jonatslim,GrabFood
4859,2017-08-01 07:38:29,False,,Accessible easy to use app. Smooth and Not laggy.,4,Vgood,Sabababababa,GrabFood
4860,2017-06-18 14:36:03,False,,Very convenient and riding with safe drive is the best,5,Very good app,付出裤欧,GrabFood
4861,2017-05-08 02:59:28,False,,Always good services,5,Good services,AnupTaneja,GrabFood
4862,2017-05-20 18:14:24,False,,Easy to use. So far so good. Not much complain about it.,4,Good,Tianberries,GrabFood
4863,2017-05-02 08:43:00,False,,Great and easy to navigate app,5,Very usable app,BiingSaw,GrabFood
4864,2017-03-15 23:20:37,False,,Wonderful service all together with good drivers,5,Mr,Siva571985,GrabFood
4865,2017-04-12 16:45:19,False,,Easy to use,4,Wonderful,thebeee,GrabFood
4866,2017-03-09 07:26:17,False,,Excellent service and drivers are nice,5,Great experience,Linda Natalia,GrabFood
4867,2017-03-07 02:41:56,False,,"Super app, easier to use.",5,Great upgrade!,Asterix2219,GrabFood
4868,2017-02-12 14:19:49,False,,So far so good. Driver are all polite and respond fast.,5,Good Service,Rafiqsan,GrabFood
4869,2017-01-11 11:07:10,False,,Very useful app. Convenient especially the Grabshare facility.,5,Good App,vijaykrishnamani,GrabFood
4870,2016-08-17 01:17:08,False,,It benefits both the customers and driver! Great!,5,Great taxi booking app!,Wowwwiie!,GrabFood
4871,2017-01-11 04:54:35,False,,"I was told that I would get $8 off the first ride but this was not credited to me after I completed the first ride.

There was no response when I asked for the credit.",1,Cannot be Trusted,Rach.H,GrabFood
4872,2017-01-10 11:14:04,False,,Indeed a good app. Able to go from places to another efficiently 👍🏼,4,Good app,Lulu130494,GrabFood
4873,2016-09-30 01:40:58,False,,"App is good but it crahes everytime I try to open the app. Just disappointed that I couldnt use this as always, anymore.",2,Pls fix this,Myraleeahh,GrabFood
4874,2016-07-04 00:38:37,False,,Great app n service!,5,Grab car,ay3112,GrabFood
4875,2016-06-24 00:48:15,False,,Great and fast service even in the rainy day!! Love it!,5,Excellent app,Adalau0505,GrabFood
4876,2016-05-19 15:07:28,False,,"Convenient, efficient, high performing App",5,Very efficient,Prajwal nayak,GrabFood
4877,2016-05-18 04:34:35,False,,I am frequent on GRABCARs. Had excellent service & pleasant trip ALL THE TIME! Cheers to GRABCAR,5,Grab Car Excellent Service!,Dalvin JG,GrabFood
4878,2016-04-01 15:12:10,False,,Reasonable Price and friendly drivers!,5,Great App!,jessietracy,GrabFood
4879,2016-03-28 04:18:13,False,,"Love this app, so convenient and easy to use!! 🚖",5,Excellent App,JaneLimWG,GrabFood
4880,2015-10-28 01:38:15,False,,Always my priority taxi booking app,5,Great app with a lot of taxi,Zenkilye,GrabFood
4881,2015-02-04 03:02:04,False,,Best app I've ever used. Compare to others.,5,Grap a taxi,🎉👏😭👍👌😋💋💋💤,GrabFood
4882,2015-01-14 06:58:13,False,,Efficient and reliable,5,Good,Wife of Buckethead,GrabFood
4883,2015-02-03 15:07:31,False,,"Initially stated as 3mins. Ended up waited for 25mins, uncle keep insisting that he is reaching. Upon boarding, taxi uncle was not apologetic. Instead, he say he started grumbling abt wanting to cancel and how journey to destination will be jam, which is not the case at all.",1,Bad Service,Kraken Meister,GrabFood
4884,2014-10-07 05:23:48,False,,Amazing app. Great service. I'm very happy to have it.,5,Excellent application,Joemary,GrabFood
4885,2014-11-13 12:55:52,False,,Only work in SG & MY. Can't book and get a cab in PH and VN. Need to improve in those countries.,4,Only work in SG & MY,Zzzaebctr,GrabFood
4886,2020-07-31 05:55:28,False,"{'id': 17016755, 'body': 'Thank you very much for your 5-star review! 💚💚💚\r\n', 'modified': '2020-08-01T11:46:16Z'}",iPad,5,Link support,Quitant,GrabFood
4887,2014-02-14 19:42:39,False,,"Everytime I book at taxi, is either no taxi responded or one did but never come at all even though they are nearby!!!! So angry. Not a good app as not all taxis are using it as well.",1,Grab my A**.,****yourmummy,GrabFood
4888,2018-04-17 04:26:54,False,,Very useful.,5,Useful app and service.,TheGreatChen,GrabFood
4889,2020-04-18 05:45:14,False,"{'id': 14884084, 'body': 'Hey nhjbhjbhjbh, you may reach out to us via the in-app help centre under Account > Helpcentre so that we can look into this. Thank you! -Evan', 'modified': '2020-04-24T08:51:33Z'}",I was rejected by a driver with no reason. In such Situation I cannot find a obvious place to report is issue for this driver.,1,Poor feedback system,nhjbhjbhjbh,GrabFood
4890,2020-02-04 14:15:54,False,,Good overall. Great delivery guys. Definitely need to widen service area. Restaurants too limited most of the time.,1,Definitely need to widen service area.,Dgifsribznnutyqeu,GrabFood
4891,2020-01-10 02:26:42,False,,"On every Friday morning, from a usual low fare at $15, grab raises its price to $39. Tell me who is willing to spend that amount. Please set a capped price for every journey, PLEASE.",1,Peak hour high rate is mad,Dreamlifeljy,GrabFood
4892,2019-06-15 01:55:38,False,,This rubbish update has caused more problems for both customers and drivers. The so called dev team needs to be kicked out of this universe 🤬🤬🤬,1,Rubbish,Yu....265,GrabFood
4893,2019-05-05 10:14:45,False,,My cashless payment was disabled for no apparent reason since 2 May 2019. It was only after much escalations that they re-enabled it on 5 May 2019.,1,Cashless Payment Disabled,Ephantmon,GrabFood
4894,2018-12-10 14:25:46,False,,"Whenever I launch a new instance of YOUR Grab app, it goes into the “Grab” loading screen and loads indefinitely. What do you have to say for this?",1,Infinite Loading Screen,Disappointed Grab User,GrabFood
4895,2018-11-24 07:08:09,False,,I tried 3 different mode of logging in and yet I can’t log in and the pop up says got error but no reason given,1,Can’t log in,Wywybbbbbbb,GrabFood
4896,2018-09-28 07:24:24,False,"{'id': 5299415, 'body': 'Hi there! Can you write to us via our in-app help centre so that we can understand your concerns better? Thank you!', 'modified': '2018-10-01T00:55:26Z'}",Ridiculous with this new update I cant use Grab anymore because I am using an old phone.,1,Unable to use new version,Mjfam,GrabFood
4897,2018-06-09 09:22:47,False,"{'id': 3782971, 'body': 'Hey Eron, Do share more with us of your experience via app Help Centre. - Sabrina', 'modified': '2018-06-10T00:37:37Z'}",Business/personal tag keeps reverting to personal. Requires additional taps to change tags.,2,New app is clunky,eron1992,GrabFood
4898,2018-05-18 00:24:25,False,"{'id': 3535842, 'body': 'Hi! This is in our Terms of Service. Simply show up on time for your ride and you will not be liable to these waiting charges.', 'modified': '2018-05-21T07:57:14Z'}","late fee penalty is certainly not a reasonable term and should be removed. No legal basis behind implementing such a rule. 3 dollars for 5 mins of being “late” subject entirely to discretion of the driver is highly disproportionate, not to mention unreasonable.",1,Late fee penalty highly unreasonable,high dissatified,GrabFood
4899,2018-05-13 16:56:14,False,"{'id': 3454470, 'body': 'Hi there. Please reach out to us at  support.sg@grab.com so that we can help you out!', 'modified': '2018-05-14T07:45:34Z'}","I added my PayPal, then I gave you my credit card number and still I can’t pay using either my Paypal or my card. What’s the point?",1,Useless app,pm.thanh,GrabFood
4900,2017-11-24 11:36:56,False,,Always use it,5,Good apps,Richielo,GrabFood
4901,2018-01-28 12:41:14,False,,"Over the past months, Grab promos is getting from bad to worse! It’s no longer attractive and it’s not worth taking Grab!",1,Promos no longer attractive,Alpha1966,GrabFood
4902,2017-12-19 03:57:58,False,,Keep telling me to type another email address My profile is lost i can even log in with th same email,1,Worst update,Ekis Rayos,GrabFood
4903,2017-09-20 10:05:41,False,,Love the promo which encourage us to take more rides,5,Cheapo sgean,Kwang yeow,GrabFood
4904,2017-09-21 03:44:05,False,,"What happened? I can’t open the app after upgrade to iOS 11, it stuck at the logo when I log in",1,Can’t use after upgrade to ios11,kakaifish,GrabFood
4905,2017-08-20 09:49:20,False,,We need more offers and voucher lei. No play play ah!!,5,Good.,Ganapathy123,GrabFood
4906,2017-08-18 14:24:29,False,,Super easy to use!,5,Easy to use,Joch3n9,GrabFood
4907,2017-07-01 04:22:58,False,,Easy to navigate,5,Good apps,LadyNightrider,GrabFood
4908,2017-08-15 01:13:09,False,,As stated in my caption.,3,App have discrepancy on waiting dislplayed before booking and after confirmation.,Jamieccs,GrabFood
4909,2017-08-14 07:57:42,False,,Remove feedback button if you dont want suggestions.,1,Remove feedback button,Win maw Oo,GrabFood
4910,2017-07-05 07:46:10,False,,Have been unable to use GrabPay for months despite contacting customer service. Loaded credits but unable to use any. Waste time and money.,1,Pathetic service and scam,nhyg,GrabFood
4911,2017-06-05 01:55:08,False,,Very user friendly ..👍,5,Just awesome!!!,Harimadhu,GrabFood
4912,2017-05-23 08:34:08,False,,Great app. Have been using daily.,5,Great.,Kevin Prince Chua,GrabFood
4913,2017-05-15 01:38:03,False,,"Awesome
Apps but higher in price",5,Higher in price nowadays,Aisha1281,GrabFood
4914,2017-05-19 12:55:00,False,,Efficient and user friendly,4,Good App,JulitaAbh,GrabFood
4915,2017-04-28 05:31:40,False,,Good when need find a ride,5,Nice app,Jionggg,GrabFood
4916,2017-05-12 00:59:21,False,,New interface is horrible. It's so hard to navigate and I can't compare prices. Bring back the old interface!,1,New Interface,Celestluv,GrabFood
4917,2017-04-27 12:41:12,False,,A user friendly app.,5,A good app,Lele Hao wawa,GrabFood
4918,2017-04-07 08:58:14,False,,Easy to use; grabshare is cheaper,5,Grab,Penang say siew,GrabFood
4919,2017-03-01 00:32:42,False,,"why would people even have high demands in a very quiet area? when im rushing, there's no taxi or cars that want to take me to my destination, unless the money is very expensive, bunch of gold diggers",1,High demands??,jeefersone,GrabFood
4920,2017-02-26 13:57:04,False,,"Easy to use and very efficient!
:)",5,Great App,Izoraaaaaaaa,GrabFood
4921,2017-01-18 12:55:08,False,,Easy to use with lots of promo,5,Great app,Axeld1,GrabFood
4922,2016-11-20 03:12:55,False,,Thanks,5,Convenient,superlgirl,GrabFood
4923,2016-12-27 13:55:01,False,,Current version unable to launch,1,Current version unable to launch,Nosled,GrabFood
4924,2016-11-20 01:48:11,False,,"👍🏻, mostly good experience.",5,Grab,ChanelAlexandra,GrabFood
4925,2016-11-14 07:56:05,False,,Fantastic service!!! 👏🏻👏🏻,5,Grab experience,RadSach,GrabFood
4926,2016-08-26 14:19:39,False,,Definitely the best taxi booking app ever.. Easy n reliable 👍🏼👍🏼,5,The Best !!,rulfy,GrabFood
4927,2016-10-01 14:39:49,False,,It's make us frustrating during browsing on football apps!,1,Frustrating on your advertising,Sad commencer,GrabFood
4928,2016-08-04 11:07:58,False,,Easy to use! Never fails me.,5,Great app,Nubbibum,GrabFood
4929,2016-08-20 11:06:35,False,,"Have to wait for it to come, yet have to pay On-Call charges $2.50! Use Uber or just catch on the road is better.",1,Bad! Have to pay On Call charges!,Big$trees,GrabFood
4930,2016-07-20 08:00:38,False,,"Fast, convenient and efficient!",5,Good!,chiraagnt,GrabFood
4931,2016-07-17 09:22:46,False,,Easy usage with fix cost from A to B on GrabCar ',5,Good apps,君Jean乐道,GrabFood
4932,2016-06-18 04:42:06,False,,"Been using Grab here in Sg and Philippines, really good!",5,Convenient,kcpet,GrabFood
4933,2016-05-23 02:26:04,False,,Easy to use and effortless to book! 👍🏻👍🏻,5,Good,Dumbest chicken,GrabFood
4934,2016-05-23 00:08:57,False,,Good apps & responsible grab car driver,5,Good apps & responsible grab car driver,Jassy.H,GrabFood
4935,2015-08-19 14:36:04,False,,Convenient and easy to use :),5,Cool,Viderica,GrabFood
4936,2016-02-04 07:44:02,False,,Have difficulty to cancel my grab's booking. Need to call the driver for cancel my booking.,2,Cancel booking issues,JeehomChan123,GrabFood
4937,2015-12-05 05:21:49,False,,Tried to book a cab at a TAXI STAND For the past HOUR. What is the point of an app if you can't even get me a cab. Don't even have experience sitting in a cab because I don't even get one,1,NO CAB AVAILABLE FOR PAST HOUR,Redsparks,GrabFood
4938,2015-08-02 22:37:37,False,,Very convenient to use,5,Good,Mah Echo,GrabFood
4939,2015-02-09 09:51:18,False,,"I've done this countless time and taxi drivers and the app have ignored my request a thousand time. 

Please implement the mode of payment selection, so we can filter the old school taxi drivers from the new age ones. 

New age and modern people do not carry cash around, hence nets payment.

I'm sure the new age app developers like Grab a Taxi would understand the importance of being current.",1,K,kensta_che,GrabFood
4940,2014-12-19 13:32:13,False,,Very effective and taxis respond very fast!,5,"Great App, Must Download",Djaeyz,GrabFood
4941,2014-01-31 06:07:27,False,,Very useful for finding those elusive taxis!,5,Very good,Acraben,GrabFood
4942,2014-11-15 06:45:04,False,,Unreliable - accepted booking and cancelled last minute without calling (we had to call driver).,1,Unreliable - accepted booking and cancelled last minute without calling (we had to call driver),Complaint sh228e,GrabFood
4943,2014-11-12 11:09:19,False,,Easy to use and one can get a cab pretty fast! I'm impressed :-),4,Great App!,Juz_Will,GrabFood
4944,2014-09-11 00:45:14,False,,Cab drivers who bid on grab taxis are often young and inexperienced. Got me late to work when I could have been ten mins early. App is totally useless on a rainy days. Comfort taxi hotline is wayy better.,1,Disappointing app.,Loyal user until months ago,GrabFood
4945,2020-01-20 10:33:52,False,,"Grab>Foodpanda>Deliveroo 

My only choice :)",5,Fantastic,MAYDAY531,GrabFood
4946,2020-03-29 02:31:00,False,,"Too many hidden t&c attached. And you only get to know them after signing up and paid. Not cool, Grab... 
The UX can be better.",1,Grab food,Cmysx,GrabFood
4947,2020-02-28 05:40:17,False,,I try to register grab pay card but it didn’t work,1,Grab pay card,ron341,GrabFood
4948,2020-01-24 12:53:21,False,,"yall high demands are pathetic, you give such a huge fare for a location that isnt even that far of a place.",2,High demands,snjwnnsnannw,GrabFood
4949,2017-09-12 01:27:55,False,,Time and cost saving.,5,Best taxi replacement.,JonathinoSee,GrabFood
4950,2019-12-26 07:12:50,False,,"I ordered one biscuit from Popeyes and they didn’t deliver it and the package was compressed,causing the chicken to be cramped together and the mash potato sauce was leaking over the plastic",2,Bad grabfood service,zhxhoxg,GrabFood
4951,2019-07-23 09:29:57,False,,Functional. But keep crashing when launching Grab Food. It’s soooooooooooo unstable.,2,Grab Food keep crashing,Lashanne,GrabFood
4952,2019-06-03 15:21:44,False,,"Driver name :Ahmad Hairunizam Bin Salleh
attention to this guys this attitude is so bad and try to in-changes more money for the bill pls take attion to this guys.",2,a very bad service,Andee Eng,GrabFood
4953,2018-11-19 23:57:30,False,"{'id': 6032293, 'body': 'Hi Holynif90fo, please try to uninstall the app, reboot your device and reinstall the latest version. If the issue persists, do write in to us via the help center, thank you.', 'modified': '2018-11-21T01:53:15Z'}",App keep freezing when booking found.. I have to restart app to fix it,2,App freeze,Holynif90fo,GrabFood
4954,2018-08-04 00:51:33,False,"{'id': 4528147, 'body': 'Hi there! We understand increased fares are painful for some and so we also offer alternatives in taxis. Rest assured that fare is transparent and fixed. And you will always know the fare upfront before booking to have a peace of mind. Thanks!', 'modified': '2018-08-06T01:29:46Z'}",Your high demand rates seriously needs to die down even on a day which isn’t busy there’s a high demand and even though its very close it could go above 20+ dollars,1,High demand,amirkassim,GrabFood
4955,2017-09-19 02:25:46,False,,"Recently the app has a Long wait time for driver, and I am charged $26 when quoted for $16. And when I complain, there is no responses for days",1,Horrible unresponsive customer service,Askgame123,GrabFood
4956,2017-09-11 06:49:27,False,,Fast efficient and easy!,5,Awesome app,Sxrina,GrabFood
4957,2017-09-10 03:17:42,False,,Nice and good apps,5,Easy navigation,Lionelcher,GrabFood
4958,2017-08-22 01:32:04,False,,Easy to use,5,Useful,MrGilera,GrabFood
4959,2017-08-07 11:43:36,False,,It is a very good app to book taxi in Singapore.,5,Grab User,Vellaisamy,GrabFood
4960,2017-07-29 01:41:25,False,,So far so good! I like it,5,Best & cheap car transport ever,Venice Lou,GrabFood
4961,2017-06-06 04:42:44,False,,Very easy to book.,5,Great UI,Naman Aggarwal,GrabFood
4962,2017-07-17 13:34:16,False,,Can u please assist to identify what went wrong to the app? Dual pick-up location disappeared jus like that.,2,Dual pick-up locations disappeared,Happyboyboy,GrabFood
4963,2017-07-04 05:24:00,False,,Easy to use and very functional! Love the rewards system. 👍🏼👍🏼👍🏼👍🏼,4,Great app!,Ron_dad,GrabFood
4964,2017-06-02 10:37:20,False,,Quite smooth,5,Great!,Searrs78,GrabFood
4965,2017-06-06 00:41:51,False,,Is a good apps still hv improvement,4,Grab,Assfhjkogf,GrabFood
4966,2017-05-21 10:48:18,False,,Always use this,5,Good app,Johnboatttttt,GrabFood
4967,2017-05-17 14:31:57,False,,Fast and reliable,5,Good app,Lhorayne,GrabFood
4968,2017-05-19 08:18:04,False,,It has been 2 years since I moved to my house. Yet the map shows the Drivers to somewhere else.,1,Map not updated,villain83,GrabFood
4969,2017-04-21 06:36:01,False,,Easy to use,5,Easy to use,Pinkapoo91,GrabFood
4970,2017-03-31 14:08:29,False,,Convenient. Used it everyday.,5,Nice app,FrancisYeo85,GrabFood
4971,2017-02-18 01:42:14,False,,Great service. Very convenient.,5,Great service.,Faizalim,GrabFood
4972,2017-03-31 00:38:42,False,,Keeps crashing when trying to open the app after new update,1,Crash,LimpeiX,GrabFood
4973,2017-03-23 17:14:30,False,,For an island with cars costing a fortune. Grab have eased many of my transportation needs.,4,Life Saver,Faris_R,GrabFood
4974,2017-01-21 08:58:04,False,,app has been simple and easy to use n booking is a breeze. my rides have all been pleasant so far :) keep it up!,5,satisfied !,bice04,GrabFood
4975,2017-01-24 06:21:48,False,,Great transport option,4,Keep it up,Danyong,GrabFood
4976,2017-01-14 09:32:47,False,,"Nice, easy booking app",5,Good service,QQQ8888,GrabFood
4977,2016-11-21 03:37:08,False,,Oh no!! Im hooked to Grabcar especially with the discount vouchers.,5,Excellant service and drivers!,Asheila,GrabFood
4978,2016-12-28 23:24:52,False,,App keeps hanging on my iphone 7plus. It hangs at the loading page when I tap into the app and only shows Grab logo,2,App hangs,Elsy154,GrabFood
4979,2016-09-25 01:03:14,False,,Easy and convenient ! Thanks,5,Great app.,Yxsg,GrabFood
4980,2016-06-06 10:47:42,False,,Efficient and effective to use! Thanks!,5,Good app,Arielhearts,GrabFood
4981,2015-10-15 22:48:20,False,,"Faster, cleaner, nicer yet cheaper than an old taxi",5,Dr,Min min sg,GrabFood
4982,2016-03-17 03:25:01,False,,Prices are up and it's even harder to get a cab/ car.,2,Prices went up. Harder to get a car,BubblepopsSG,GrabFood
4983,2016-01-29 14:35:50,False,,"Tried reloading the app 10times, it will not update at all, updates till the end then hangs on my iPhone 6. Anyone experiencing the same issue?",1,Can't be Downloaded,Suraj-davidoss,GrabFood
4984,2014-09-13 05:00:18,False,,I tried this app a lot of times. My life saver! Thanks GRABTAXI.,5,Fast app,NIKEKHIDZER,GrabFood
4985,2015-10-02 18:22:33,False,,Anytime better than Uber with the fixed price but lack of drivers.,2,Drivers Needed,AanStein,GrabFood
4986,2015-09-13 13:13:25,False,,Good app because cab is easier to find,4,Awesome,Yankuunnnnnnnn,GrabFood
4987,2015-09-09 00:51:58,False,,Keep it up,4,Well managed and organised,Harivel,GrabFood
4988,2014-08-29 13:09:13,False,,Works well but sometimes is complicated to specify pickup addresses of new buildings,4,Nice app,theambekars,GrabFood
4989,2020-07-06 02:48:53,False,"{'id': 16445399, 'body': 'Hi there! Reinstalling the app will help. If the issue persists, please send us your concern via the Help Centre or our social media platforms along with the screenshot of the error you receive. This will be handled with utmost priority. 🙏\r', 'modified': '2020-07-07T00:18:14Z'}",The grab transport fails to show the price. Pls fix it....,3,The grab transport fails to show the price.,1.8!&@,GrabFood
4990,2019-09-10 15:23:52,False,,Pls fix bug issue at grabfood. Too much lagging,3,Bug fix pls,acykk,GrabFood
4991,2020-07-05 02:01:30,True,"{'id': 16007340, 'body': 'Hi there! You’ll not be able to cancel your order after placing it - this is because the restaurant would have started preparing your food after they have accepted your order.\r\n\r\n', 'modified': '2020-07-05T02:01:30Z'}",Grab food is useless I didn’t even do anything and all of sudden they banned me the system is stupid,1,Useless,Dinis(-_-),GrabFood
4992,2020-04-27 09:47:15,False,"{'id': 16127319, 'body': ""Hi, we'd love to help you! Please reach out to us via the Help Centre or our social media platforms with the screenshot of the error so we can look into it. \r\n"", 'modified': '2020-06-22T00:20:07Z'}",I cant use grabpay credit for anything at all,2,Worst,crxnky23,GrabFood
4993,2019-10-27 05:58:59,False,,"Keep hanging when switching among functions, and I’m an i-phone 10 user",1,Keep hanging when switching among functions,Superbobbywong,GrabFood
4994,2019-08-12 06:43:14,False,,"Current app, fixed tips are $2, $5 and $8.  It does not allow rider to edit the tips e.g. $4, $6, etc.",2,Tips,Marge SG,GrabFood
4995,2019-05-04 04:22:00,False,,New app not user friendly. Many functions in Grabfood not found in Grab,1,New app not user friendly,Babybenben,GrabFood
4996,2019-03-23 21:52:38,False,,"I have downloaded the app but can’t open it.. it hangs at the opening screen.,",1,Can’t open the app,Premanesh R Naidu,GrabFood
4997,2019-01-25 12:21:09,False,,"Always match with places that don’t make sense 

Should limit hitch drivers from picking more than one passenger",1,Grabshare algorithms is crap,Runningawayfromyou,GrabFood
4998,2018-12-26 12:54:28,False,,I can’t even go in to the apps. I tot sometime wrong with my iPhone so i uninstall and install again. Still the same problem.,1,Grab app is not very stable,0531vy,GrabFood
4999,2018-10-01 23:56:35,False,"{'id': 5335009, 'body': 'Hey Vcjw0013, sorry for all the trouble caused to you. We will look into your feedback and work on improving our application. Thank you for your understanding.', 'modified': '2018-10-03T03:58:46Z'}","Taxi is faster than you Grab. Please improve your ""estimated time"" and also your grab drivers too, be punctual. The estimated time is not for fun lol, but yet you guys are making fun of it, 5mins waiting time? LOL I WAITED ALMOST HALF AN HOUR. IMPROVE IT OR JUST GIVE US BACK UBER.",1,WHAT A LOL,Vcjw0013,GrabFood
5000,2017-08-11 01:20:24,False,,Grab is my everyday use app,5,Best in Singapore,Thetoomaung,GrabFood
5001,2018-04-24 09:37:35,True,"{'id': 3205008, 'body': 'Hi there, sorry to hear about this. Kindly delete and reinstall again to monitor. Do contact us via the HelpCenter should you require further assistance. Thank you.', 'modified': '2018-04-24T09:37:35Z'}","no route showing, no ETA and no information of the pick up passenger when I took Grab Share",1,not friendly user,nonotnon,GrabFood
